,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWine_PerIncome,MntFruit_PerIncome,MntMeat_PerIncome,MntFish_PerIncome,MntSweet_PerIncome,MntGold_PerIncome,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,Education_2n Cycle,Education_Bachelors,Education_HighSchool,Education_Master,Education_PhD,Dt_Custom_Weekday_0,Dt_Custom_Weekday_1,Dt_Custom_Weekday_2,Dt_Custom_Weekday_3,Dt_Custom_Weekday_4,Dt_Custom_Weekday_5,Dt_Custom_Weekday_6,Dt_Customer_Season_Autumn,Dt_Customer_Season_Spring,Dt_Customer_Season_Summer,Dt_Customer_Season_Winter
997,1957,26091.0,1,1,84,2.70805020110221,2.302585092994046,2.9444389791664403,2.0794415416798357,2.833213344056216,2.995732273553991,3,2,1,3,5,0,0,0,0,0,0,0,-8.15444268571561,-8.559907793823774,-7.918053907651379,-8.783051345137984,-8.029279542761603,-7.866760613263829,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
998,1973,52845.0,1,0,7,5.950642552587727,3.2188758248682006,5.676753802268282,4.867534450455582,3.713572066704308,4.1588830833596715,3,8,8,6,6,1,0,0,0,0,0,0,-5.617623007415666,-8.349389735135192,-5.8915117577351115,-6.70073110954781,-7.854693493299085,-7.409382476643721,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
999,1956,46086.0,0,1,34,5.497168225293202,2.0794415416798357,3.4657359027997265,1.9459101490553132,0.6931471805599453,3.912023005428146,4,3,1,8,4,0,0,0,0,0,0,0,-5.93424345049348,-9.351970134106846,-7.965675772986955,-9.485501526731369,-10.738264495226737,-7.519388670358536,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1000,1956,78028.0,0,1,38,5.062595033026967,2.9444389791664403,5.662960480135946,3.2188758248682006,0.0,3.6375861597263857,1,6,4,9,7,0,1,1,0,0,0,1,-6.8953751631478015,-9.013531217008328,-6.295009716038822,-8.739094371306567,0.0,-8.320384036448383,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1001,1987,95169.0,0,0,1,7.158513997329321,3.044522437723423,6.1070228877422545,4.663439094112067,2.995732273553991,2.995732273553991,1,4,3,4,1,0,0,1,1,0,0,1,-4.998042720728939,-9.112034280334836,-6.049533830316004,-7.493117623946191,-9.160824444504268,-9.160824444504268,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1002,1981,56337.0,1,1,25,5.855071922202427,2.772588722239781,4.969813299576001,3.332204510175204,1.6094379124341003,5.204006687076795,5,8,5,4,8,1,0,0,1,0,0,1,-5.777182050233834,-8.85966525019648,-6.662440672860261,-8.300049462261057,-10.02281606000216,-6.428247285359466,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1003,1987,22434.0,1,0,25,1.3862943611198906,2.4849066497880004,2.3978952727983707,1.0986122886681098,2.5649493574615367,2.70805020110221,2,2,0,3,8,0,0,0,0,0,0,0,-9.325185763645223,-8.226573474977114,-8.313584851966743,-9.612867836097005,-8.146530767303577,-8.003429923662903,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1004,1954,36930.0,0,1,50,5.407171771460119,0.6931471805599453,3.4339872044851463,0.0,0.6931471805599453,3.6635616461296463,5,5,2,4,8,0,0,0,0,0,0,0,-5.802754916946435,-10.516779507846609,-7.775939483921408,0.0,-10.516779507846609,-7.546365042276908,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1005,1954,36130.0,0,1,46,5.056245805348308,3.7612001156935624,4.844187086458591,4.219507705176107,4.02535169073515,3.6109179126442243,6,3,8,4,4,1,0,0,0,0,0,1,-6.131780199353323,-7.426825889008069,-6.34383891824304,-6.968518299525525,-7.162674313966482,-7.577108092057407,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1006,1953,65569.0,0,1,96,5.983936280687191,3.828641396489095,5.662960480135946,2.995732273553991,3.6375861597263857,4.248495242049359,2,6,5,10,3,0,0,0,0,0,0,0,-5.800069202137199,-7.955364086335294,-6.121045002688443,-8.788273209270399,-8.146419323098003,-7.5355102407750305,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1007,1952,83844.0,0,0,57,6.803505257608338,3.4339872044851463,5.84354441703136,4.31748811353631,3.4339872044851463,5.25227342804663,1,4,4,11,1,0,0,1,0,0,0,0,-5.226355131292058,-8.59587318441525,-6.186315971869036,-7.7123722753640855,-8.59587318441525,-6.777586960853767,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1008,1968,19514.0,1,1,47,2.6390573296152584,1.0986122886681098,3.044522437723423,0.6931471805599453,0.0,3.332204510175204,4,3,1,2,8,1,0,0,0,0,0,0,-7.932977286612582,-9.473422327559732,-7.527512178504418,-9.878887435667895,-10.57203461622784,-7.239830106052636,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1010,1979,77568.0,0,1,30,7.114769448366463,0.0,5.981414211254481,5.44673737166631,5.181783550292085,5.062595033026967,1,10,2,8,5,0,1,1,1,0,0,0,-4.8372879821824135,0.0,-5.970643219294397,-6.505320058882567,-6.770273880256791,-6.8894623975219105,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1011,1976,49187.0,0,1,63,4.394449154672439,0.0,3.4339872044851463,0.6931471805599453,0.0,0.0,1,1,1,5,2,0,0,0,0,0,0,0,-7.102082665811356,-11.496531820483794,-8.062544615998648,-10.803384639923848,-11.496531820483794,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1012,1978,30168.0,1,0,51,5.0369526024136295,2.995732273553991,4.189654742026425,0.0,2.4849066497880004,3.295836866004329,7,6,1,4,9,0,0,0,0,0,0,0,-5.9707316170845095,-8.011951945944148,-6.818029477471713,0.0,-8.522777569710138,-7.711847353493809,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1013,1968,34053.0,0,1,14,4.143134726391533,0.0,3.044522437723423,1.9459101490553132,0.0,2.4849066497880004,1,3,0,3,8,0,0,0,0,0,0,0,-6.985685867591862,0.0,-8.08429815625997,-9.182910444928082,0.0,-8.643913944195393,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1015,1951,59412.0,0,0,56,4.499809670330265,4.204692619390966,5.10594547390058,3.4011973816621555,3.7612001156935624,2.3978952727983707,1,4,2,8,3,0,0,0,0,0,0,0,-7.1855890153791036,-7.480706066318403,-6.579453211808788,-8.284201304047214,-7.924198570015807,-9.287503412910999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1016,1965,70924.0,0,0,41,6.453624998892692,4.736198448394496,5.537334267018537,4.882801922586371,5.0238805208462765,4.330733340286331,1,6,6,7,3,0,0,1,0,0,0,0,-5.408886341844132,-7.126312892342329,-6.3251770737182875,-6.9797094181504535,-6.838630819890548,-7.531778000450493,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1017,1969,54165.0,0,0,72,4.844187086458591,1.3862943611198906,4.290459441148391,2.70805020110221,1.791759469228055,2.3978952727983707,1,2,1,7,2,0,0,0,0,0,0,0,-6.748750316481022,-10.206643041819722,-7.302477961791222,-8.884887201837403,-9.801177933711559,-9.195042130141243,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1018,1973,32300.0,1,0,1,2.5649493574615367,1.0986122886681098,1.791759469228055,1.791759469228055,1.6094379124341003,1.791759469228055,1,1,0,3,8,0,0,0,0,0,0,0,-8.511020332309156,-9.977357401102584,-9.284210220542638,-9.284210220542638,-9.466531777336593,-9.284210220542638,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1019,1976,20180.0,0,0,27,2.8903717578961645,3.7376696182833684,3.1780538303479458,2.70805020110221,2.995732273553991,2.8903717578961645,1,2,1,4,7,0,0,0,0,0,0,0,-7.715222716571381,-6.867924856184177,-7.4275406441196,-7.897544273365336,-7.609862200913554,-7.715222716571381,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1020,1973,34961.0,1,0,77,3.8066624897703196,0.6931471805599453,3.258096538021482,1.3862943611198906,0.0,0.0,3,3,1,3,7,0,0,0,0,0,0,0,-7.348473124269001,-10.461988433479375,-7.897039076017839,-9.76884125291943,-11.15513561403932,-11.15513561403932,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1021,1974,28440.0,1,0,87,3.6375861597263857,0.0,3.1780538303479458,0.0,0.0,0.0,1,2,0,3,8,0,0,0,0,0,0,0,-7.311112904750737,-10.948699064477122,-7.7706452341291765,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1022,1953,64504.0,1,2,81,6.893656354602635,3.58351893845611,5.123963979403259,2.772588722239781,0.0,4.68213122712422,7,11,3,4,7,0,0,0,0,0,0,1,-4.873973342322168,-8.184110758468693,-6.643665717521545,-8.995040974685022,0.0,-7.085498469800584,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1024,1978,17345.0,1,0,79,1.3862943611198906,2.1972245773362196,2.772588722239781,2.833213344056216,0.0,2.4849066497880004,2,2,1,2,8,0,0,0,0,0,0,0,-9.067912378843905,-8.256982162627576,-7.6816180177240145,-7.620993395907579,0.0,-7.969300090175795,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1025,1967,56320.0,0,1,11,5.303304908059076,3.970291913552122,5.147494476813453,4.7535901911063645,4.343805421853684,4.418840607796598,3,5,4,9,4,0,0,0,0,0,0,0,-6.328647263332794,-7.661660257839747,-6.484457694578416,-6.878361980285505,-7.2881467495381855,-7.213111563595271,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1026,1978,28647.0,1,0,54,2.9444389791664403,2.0794415416798357,3.367295829986474,0.0,2.4849066497880004,3.258096538021482,1,2,2,2,7,1,0,0,0,0,0,1,-8.011512206011817,-8.876509643498421,-7.588655355191784,0.0,-8.471044535390257,-7.697854647156776,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1027,1987,15038.0,1,0,93,1.3862943611198906,2.0794415416798357,2.3978952727983707,2.9444389791664403,2.4849066497880004,3.258096538021482,2,2,1,2,9,0,0,0,0,0,0,0,-8.925188429378027,-8.232041248818081,-7.913587517699547,-7.367043811331477,-7.826576140709917,-7.053386252476435,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1029,1964,68316.0,0,1,54,6.692083742506628,4.382026634673881,5.081404364984463,4.787491742782046,2.3978952727983707,3.4965075614664802,5,10,7,10,6,0,0,0,0,0,0,0,-5.132962716792399,-7.4430198246251456,-6.7436420943145645,-7.037554716516982,-9.427151186500657,-8.328538897832548,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1030,1971,74538.0,0,0,21,5.940171252720432,4.584967478670572,6.597145701886651,4.700480365792417,4.718498871295094,3.332204510175204,1,8,8,5,3,0,0,1,0,0,0,1,-5.972040269281246,-7.327244043331105,-5.315065820115025,-7.211731156209261,-7.1937126507065825,-8.580007011826474,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1031,1971,91700.0,0,0,58,6.3561076606958915,5.147494476813453,6.8679744089702925,4.8283137373023015,4.74493212836325,2.9444389791664403,1,8,6,5,3,0,0,0,0,0,0,1,-5.76331717810861,-6.971930361991048,-5.251450429834209,-7.2911111015022,-7.374492710441252,-9.174985859638062,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1032,1969,68695.0,0,0,3,6.126869184114185,4.394449154672439,5.87493073085203,4.663439094112067,3.912023005428146,3.6888794541139363,1,4,4,7,2,0,0,0,0,0,0,0,-5.703709691803809,-7.436129721245555,-5.955648145065964,-7.167139781805926,-7.918555870489848,-8.141699421804057,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1033,1977,31056.0,1,0,99,1.6094379124341003,2.302585092994046,2.5649493574615367,1.0986122886681098,2.0794415416798357,2.772588722239781,1,1,0,3,8,0,0,0,0,0,0,0,-9.427256573534637,-8.734109392974691,-8.4717451285072,-9.938082197300627,-8.9572529442889,-8.264105763728956,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1034,1973,79593.0,0,0,70,5.857933154483459,4.0943445622221,6.342121418721152,4.700480365792417,4.890349128221754,4.976733742420574,1,5,6,7,2,0,0,1,0,0,0,0,-6.1198954543435455,-7.883484046604905,-5.635707190105854,-7.277348243034589,-7.087479480605252,-7.001094866406431,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1035,1980,28071.0,0,0,65,3.6635616461296463,3.4965075614664802,4.867534450455582,3.713572066704308,3.258096538021482,3.784189633918261,2,5,1,5,8,0,0,0,0,0,0,0,-7.2720778283743215,-7.439131913037488,-6.068105024048386,-7.22206740779966,-7.677542936482486,-7.151449840585707,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1036,1958,37334.0,1,1,44,3.258096538021482,0.0,2.772588722239781,0.6931471805599453,0.6931471805599453,2.70805020110221,4,3,0,4,4,0,0,0,0,0,0,0,-7.9627103611310055,-11.220806899152487,-8.448218176912706,-10.527659718592542,-10.527659718592542,-8.512756698050277,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1038,1971,37126.0,1,0,9,3.8066624897703196,1.0986122886681098,2.1972245773362196,1.3862943611198906,1.3862943611198906,1.9459101490553132,1,1,2,2,6,1,0,0,0,0,0,1,-7.408557502558794,-10.116607703661003,-9.017995414992894,-9.828925631209223,-9.828925631209223,-9.2693098432738,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1039,1953,47703.0,0,1,95,5.883322388488279,0.0,4.897839799950911,2.5649493574615367,3.258096538021482,4.812184355372417,4,6,3,8,5,0,0,0,0,0,0,0,-5.582574360052173,0.0,-6.568056948589541,-8.900947391078915,-8.20780021051897,-6.653712393168035,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1040,1959,61180.0,0,1,70,5.998936561946683,3.1780538303479458,3.367295829986474,1.791759469228055,3.1780538303479458,5.384495062789089,2,5,5,6,3,1,0,0,0,0,0,0,-5.715786236318157,-8.536668967916894,-8.347426968278366,-9.922963329036785,-8.536668967916894,-6.33022773547575,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1041,1954,38998.0,1,1,92,3.5263605246161616,0.0,2.6390573296152584,0.0,0.0,1.6094379124341003,3,2,0,3,8,0,0,0,0,0,1,0,-7.738052297689316,-11.264412822305477,-8.625355492690218,0.0,0.0,-9.654974909871378,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1043,1962,76081.0,0,0,85,5.676753802268282,3.4011973816621555,6.028278520230698,4.143134726391533,3.4965075614664802,5.298317366548036,1,4,5,4,2,0,0,0,1,0,0,0,-6.2559472194834385,-8.531503640089564,-5.904422501521022,-7.789566295360188,-8.43619346028524,-6.634383655203684,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1045,1965,33168.0,0,1,0,4.382026634673881,0.0,3.6109179126442243,0.0,0.0,1.0986122886681098,3,2,1,4,7,0,0,0,0,0,0,0,-6.720461380561624,-11.102488015235506,-7.4915701025912815,0.0,-11.102488015235506,-10.003875726567397,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1046,1966,33585.0,0,1,91,3.4011973816621555,2.3978952727983707,3.4965075614664802,2.5649493574615367,1.791759469228055,3.367295829986474,1,2,0,4,4,0,0,0,0,0,0,0,-7.713784616598755,-8.71708672546254,-7.61847443679443,-8.550032640799374,-9.323222529032854,-7.747686168274436,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1047,1960,77037.0,0,1,3,6.137727054086234,4.564348191467836,5.808142489980444,5.123963979403259,3.970291913552122,2.302585092994046,1,7,7,12,3,0,0,0,0,0,0,0,-5.807461231377537,-7.380840093995935,-6.137045795483327,-6.821224306060512,-7.974896371911648,-9.642603192469725,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
1048,1984,35196.0,1,0,68,4.31748811353631,2.4849066497880004,4.948759890378168,3.7612001156935624,3.6635616461296463,5.231108616854587,6,6,1,5,8,0,0,0,0,0,0,1,-6.844346785789086,-8.676928249537397,-6.213075008947229,-7.400634783631834,-7.49827325319575,-5.93072628247081,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1049,1966,44529.0,0,1,98,6.2878585601617845,2.5649493574615367,4.51085950651685,2.833213344056216,1.791759469228055,3.258096538021482,6,6,2,11,5,0,1,0,0,0,0,0,-5.109184561691036,-8.832093764391283,-6.88618361533597,-8.563829777796604,-9.605283652624765,-8.138946583831338,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1050,1965,70924.0,0,0,41,6.453624998892692,4.736198448394496,5.537334267018537,4.882801922586371,5.0238805208462765,4.330733340286331,1,6,6,7,3,0,0,1,0,0,0,0,-5.408886341844132,-7.126312892342329,-6.3251770737182875,-6.9797094181504535,-6.838630819890548,-7.531778000450493,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1052,1949,69098.0,0,0,82,7.181591944611865,3.091042453358316,6.659293919683638,4.976733742420574,0.0,5.181783550292085,1,7,8,9,5,0,0,0,0,0,0,0,-4.654836301724911,-8.74538579297846,-5.177134326653138,-6.859694503916201,0.0,-6.6546446960446906,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1053,1970,25959.0,1,1,1,1.3862943611198906,0.6931471805599453,2.4849066497880004,1.9459101490553132,1.6094379124341003,3.258096538021482,2,1,2,2,6,0,0,0,0,0,0,1,-9.471126468714903,-10.164273649274849,-8.372514180046794,-8.91151068077948,-9.247982917400693,-7.5993242918133115,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1054,1983,27100.0,1,0,64,2.4849066497880004,0.0,2.5649493574615367,0.6931471805599453,0.0,2.302585092994046,1,1,0,3,7,0,0,0,0,0,0,0,-8.415529537639737,0.0,-8.3354868299662,-10.207289006867793,0.0,-8.597851094433691,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1055,1985,70596.0,0,0,68,5.849324779946859,3.784189633918261,6.280395838960195,2.833213344056216,0.0,3.258096538021482,1,3,5,12,2,0,0,0,0,0,0,0,-6.008551165265542,-8.073686311294141,-5.577480106252207,-9.024662601156185,0.0,-8.599779407190919,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1056,1974,42557.0,0,1,98,5.2574953720277815,1.6094379124341003,3.970291913552122,0.0,1.6094379124341003,2.70805020110221,4,6,1,4,8,0,0,0,0,0,0,0,-6.094251441341439,-9.74230890093512,-7.381454899817098,0.0,-9.74230890093512,-8.64369661226701,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1058,1952,72228.0,0,0,87,6.447305862541213,3.332204510175204,6.19644412779452,3.4011973816621555,2.6390573296152584,4.02535169073515,1,6,7,8,3,0,0,0,0,0,0,0,-5.433424379354503,-8.548525731720513,-5.684286114101196,-8.479532860233562,-9.241672912280459,-7.855378551160567,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1059,1987,67605.0,0,0,84,5.817111159963204,3.332204510175204,5.641907070938114,5.214935757608986,3.9889840465642745,3.9889840465642745,1,2,8,6,1,0,0,0,0,0,0,0,-5.9974732443895995,-8.4823798941776,-6.17267733341469,-6.599648646743818,-7.825600357788529,-7.825600357788529,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1061,1958,65196.0,0,2,34,6.610696044717759,2.9444389791664403,5.198497031265826,2.4849066497880004,0.0,5.298317366548036,2,7,6,11,5,1,0,0,0,0,0,0,-5.167604532181709,-8.833861597733028,-6.579803545633643,-9.293393927111468,0.0,-6.479983210351432,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1062,1987,42000.0,0,0,23,4.820281565605037,4.418840607796598,5.58724865840025,4.442651256490317,4.07753744390572,3.5553480614894135,2,5,2,11,5,0,0,0,0,0,0,1,-6.518290512220414,-6.919731470028853,-5.751323419425201,-6.895920821335134,-7.261034633919731,-7.783224016336037,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1063,1973,35860.0,1,1,37,2.70805020110221,0.0,2.0794415416798357,1.3862943611198906,0.6931471805599453,2.995732273553991,2,1,1,2,5,1,0,0,0,0,0,0,-8.47247472661686,0.0,-9.101083386039234,-9.794230566599179,-10.487377747159124,-8.184792654165078,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1064,1964,65526.0,0,1,22,5.983936280687191,2.9444389791664403,4.23410650459726,2.4849066497880004,0.0,2.1972245773362196,1,4,4,8,2,0,0,0,0,0,0,0,-5.799413189298538,-8.838910490819288,-7.549242965388469,-9.298442820197728,0.0,-9.58612489264951,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1065,1961,16860.0,1,1,19,2.302585092994046,1.3862943611198906,1.3862943611198906,1.0986122886681098,1.0986122886681098,2.6390573296152584,3,1,1,3,7,0,0,0,0,0,0,0,-8.123261319121745,-9.039552050995901,-9.039552050995901,-9.327234123447681,-9.327234123447681,-7.786789082500533,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1066,1992,83528.0,0,0,7,6.272877006546167,4.762173934797756,6.519147287940395,4.897839799950911,3.784189633918261,4.990432586778736,1,4,10,8,1,1,0,0,1,0,0,1,-5.753207357983724,-7.263910429732135,-5.506937076589496,-7.1282445645789805,-8.24189473061163,-7.035651777751156,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1067,1965,64176.0,0,1,52,7.102499355774649,3.4965075614664802,5.517452896464707,4.1588830833596715,4.7535901911063645,5.003946305945459,8,8,9,8,6,0,0,0,0,0,0,0,-4.660032412795131,-8.2660242071033,-6.245078872105072,-7.603648685210108,-7.008941577463415,-6.75858546262432,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1068,1956,22304.0,0,0,91,1.0986122886681098,0.6931471805599453,1.9459101490553132,0.0,1.3862943611198906,0.6931471805599453,1,1,0,2,8,0,0,0,0,0,0,0,-9.607056205452086,-10.012521313560251,-8.759758345064883,0.0,-9.319374133000306,-10.012521313560251,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1069,1978,67023.0,0,0,93,6.095824562432225,3.784189633918261,5.945420608606575,2.3978952727983707,2.0794415416798357,2.833213344056216,1,3,7,13,2,0,0,0,0,0,1,0,-5.7101137411745855,-8.021748669688549,-5.860517695000235,-9.40804303080844,-9.726496761926974,-8.972724959550595,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1070,1971,32892.0,1,0,78,3.258096538021482,0.0,2.70805020110221,0.6931471805599453,0.0,0.6931471805599453,2,3,0,3,8,0,0,0,0,0,0,0,-7.8360353886292495,0.0,-8.386081725548522,-10.400984746090787,-11.094131926650732,-10.400984746090787,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1071,1966,70713.0,0,1,23,6.601230118728877,4.736198448394496,5.631211781821365,4.406719247264253,4.330733340286331,5.247024072160486,6,5,6,8,3,0,0,0,0,0,0,0,-5.25830177234311,-7.123333442677491,-6.22832010925062,-7.452812643807733,-7.528798550785655,-6.6125078189115,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1072,1955,59925.0,0,1,83,6.159095388491933,3.044522437723423,5.170483995038151,2.9444389791664403,3.044522437723423,4.02535169073515,3,9,2,9,6,0,0,0,0,0,0,0,-5.5349008513705975,-8.649473802139108,-6.523512244824379,-8.74955726069609,-8.649473802139108,-7.668644549127381,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1073,1953,39722.0,0,1,92,3.4657359027997265,0.0,1.6094379124341003,0.6931471805599453,0.0,2.0794415416798357,2,2,0,3,5,0,0,0,0,0,0,0,-7.8170717471189555,0.0,-9.673369737484581,-10.589660469358737,0.0,-9.203366108238846,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1074,1958,46610.0,0,0,4,5.662960480135946,2.302585092994046,3.4011973816621555,1.3862943611198906,2.302585092994046,4.8283137373023015,1,6,1,6,6,0,0,0,0,0,0,0,-5.779757089790786,-9.140132476932687,-8.041520188264576,-10.05642320880684,-9.140132476932687,-6.614403832624431,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1075,1961,88347.0,0,0,32,6.956545443151569,5.181783550292085,6.318968113746434,4.343805421853684,4.927253685157205,4.770684624465665,1,4,7,9,1,0,0,0,1,0,0,0,-5.12562925872232,-6.900391151581804,-5.763206588127455,-7.738369280020206,-7.154921016716685,-7.311490077408225,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1076,1981,87171.0,0,0,27,6.90875477931522,3.784189633918261,4.672828834461906,4.060443010546419,3.784189633918261,3.784189633918261,1,6,7,11,2,1,0,1,0,0,0,0,-5.160019387021187,-8.284584532418146,-7.3959453318745005,-8.008331155789987,-8.284584532418146,-8.284584532418146,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1077,1976,26907.0,1,1,10,2.1972245773362196,0.0,1.9459101490553132,0.0,1.0986122886681098,0.6931471805599453,2,1,0,3,7,0,0,0,0,0,0,0,-8.696064358009838,-10.893288935346058,-8.947378786290745,0.0,-9.794676646677948,-10.200141754786113,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1078,1968,50014.0,1,0,9,5.455321115357702,2.6390573296152584,4.343805421853684,2.9444389791664403,2.302585092994046,3.7376696182833684,2,4,1,8,5,0,0,0,0,0,0,0,-6.057884310419843,-8.874148096162285,-7.169400003923861,-8.568766446611104,-9.210620332783499,-7.775535807494176,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1079,1978,41014.0,1,0,65,1.9459101490553132,0.6931471805599453,1.791759469228055,0.6931471805599453,0.0,1.0986122886681098,1,1,0,2,7,0,0,0,0,0,0,0,-9.368905782320347,-10.621668750815715,-9.523056462147606,-10.621668750815715,0.0,-10.216203642707551,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
