,Year_Birth,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,MntWine_PerIncome,MntFruit_PerIncome,MntMeat_PerIncome,MntFish_PerIncome,MntSweet_PerIncome,MntGold_PerIncome,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Together,marital_status_Widow,Education_2n Cycle,Education_Bachelors,Education_HighSchool,Education_Master,Education_PhD,Dt_Custom_Weekday_0,Dt_Custom_Weekday_1,Dt_Custom_Weekday_2,Dt_Custom_Weekday_3,Dt_Custom_Weekday_4,Dt_Custom_Weekday_5,Dt_Custom_Weekday_6,Dt_Customer_Season_Autumn,Dt_Customer_Season_Spring,Dt_Customer_Season_Summer,Dt_Customer_Season_Winter
1069,1978,67023.0,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,0.0033122957790609193,0.0003282455276546857,0.0028497679900929534,8.206138191367142e-05,5.968100502812467e-05,0.00012682213568476492,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1070,1971,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,0.00039523288337589687,0.0,0.00022801897117840205,3.0402529490453606e-05,1.5201264745226803e-05,3.0402529490453606e-05,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1071,1966,70713.0,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,0.005204135024677216,0.0008060752619744601,0.001972763141148021,0.0005798085217711029,0.0005373835079829734,0.0013434587699574336,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1072,1955,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,0.00394659991656237,0.00017521902377972467,0.001468502294534835,0.00015853149770546517,0.00017521902377972467,0.00046725073007926576,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1073,1953,39722.0,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,0.0004027994562207341,0.0,6.29374150344897e-05,2.5174966013795882e-05,0.0,0.00010069986405518353,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1074,1958,46610.0,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,0.003089465779875563,0.00010727311735679038,0.00032181935207037116,4.290924694271615e-05,0.00010727311735679038,0.0013409139669598798,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1075,1961,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,0.005942476824340385,0.0010073913092691318,0.0031410234642942035,0.00043578163378496157,0.0007810112397704506,0.00066782120502111,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1076,1981,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,0.005741588372279772,0.00025237751086944053,0.0006137362196143212,0.0003326794461460807,0.00025237751086944053,0.00025237751086944053,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1077,1976,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,0.00016724272494146505,1.8582524993496117e-05,0.0001300776749544728,0.0,5.574757498048835e-05,3.7165049986992234e-05,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1078,1968,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,0.0023393449834046465,0.00013996081097292757,0.0007697844603511017,0.00018994681489183028,9.997200783780541e-05,0.00041988243291878275,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1079,1978,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,8.533671429268054e-05,2.43819183693373e-05,7.31457551080119e-05,2.43819183693373e-05,0.0,3.657287755400595e-05,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1080,1965,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,0.001893082330225963,0.0008145533532446375,0.0025190816665158233,0.0004902404440824208,0.0006938787823935801,0.0008824327993483573,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1081,1971,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,0.0023423668800217896,0.00013618412093149938,0.0017023015116437424,0.00028598665395614874,0.0001770393572109492,0.00021789459349039902,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1082,1956,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,0.003555426902939992,0.0002642972211035038,0.0034484494563028593,0.0004027386226339106,0.0005223016512283528,0.0006229863068868305,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1083,1982,40479.0,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,6.176041898268238e-05,0.0,9.88166703722918e-05,2.470416759307295e-05,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1084,1970,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,0.0060919769062313354,0.00037826000398168423,0.005587630234255757,0.000656977901652399,0.0002521733359877895,0.0008826066759572632,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1085,1977,54233.0,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,0.006011100252613723,7.375583132041377e-05,0.001456677668578172,0.00019360905721608614,0.0,0.0013091660059373444,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1086,1970,24163.0,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,8.277117907544593e-05,2.0692794768861482e-05,0.00014484956338203038,4.1385589537722965e-05,2.0692794768861482e-05,4.1385589537722965e-05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1087,1958,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,0.0008998342410608572,0.000159838977030547,0.0006097560975609756,0.000627515983897703,0.000319677954061094,0.000479516931091641,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1088,1983,43776.0,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,9.137426900584795e-05,0.0,0.00010279605263157894,2.2843567251461987e-05,1.1421783625730994e-05,3.426535087719298e-05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1089,1958,71691.0,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,0.002343390383730175,0.0009066688984670321,0.0028664685943842324,0.0016738502740929824,0.00022318003654573097,0.000299898174108326,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1090,1973,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,0.005463398723265458,0.0001106658590000466,0.004910069428265225,0.00014561297236848235,0.000553329295000233,0.0002213317180000932,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1091,1974,39190.0,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,0.0008675682572084715,0.00010206685378923195,0.0002296504210257719,0.00024240877774942587,0.00010206685378923195,0.00015310028068384792,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1092,1959,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,0.001590370899715555,0.0001611389017332941,0.0027253492510544088,0.0002942536466434066,0.0001471268233217033,0.0005254529404346547,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1093,1972,38578.0,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,0.0004925086837057391,5.1843019337446214e-05,0.0002851366063559542,3.888226450308466e-05,3.888226450308466e-05,3.888226450308466e-05,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1094,1965,57236.0,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,0.0009172548745544762,0.0,7.862184639038367e-05,1.747152142008526e-05,8.73576071004263e-06,3.494304284017052e-05,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1095,1979,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,0.0013101496158511928,0.0004043671653861706,0.0008087343307723412,0.0004448038819247877,0.00024262029923170238,0.00021835826930853214,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1096,1958,79803.0,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,0.0035963560267157878,5.012342894377404e-05,0.0013533325814818991,0.00013157400097740687,0.00010024685788754808,0.00020675914439306794,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1097,1986,80910.0,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,0.000988752935360277,0.0004943764676801385,0.0022803114571746386,0.0004140402916821159,0.0002410085279940675,0.00025336793968607093,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1098,1982,27590.0,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0.00010873504893077201,0.0,9.061254077564335e-05,0.0,0.0,1.812250815512867e-05,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1099,1979,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,0.0054073095552619995,0.00030823425803610746,0.0014090708938793483,0.0005107881990312638,0.00030823425803610746,0.00030823425803610746,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1100,1975,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,0.005350177146333608,0.000960288205752186,0.0025647448973505588,0.0011094012811795442,0.000960288205752186,0.00016104212146154673,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1101,1979,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,0.0006456373362848183,0.0004980630879911456,0.0010053495665006457,0.0007378712414683637,8.301051466519092e-05,0.00041505257332595465,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1102,1986,38508.0,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,0.0015581177937052041,0.00024670198400332397,0.002674768879193934,0.0003246078736885842,0.00024670198400332397,0.0007011530071673418,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1103,1970,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,0.001983567413089665,1.880158685393047e-05,0.00028202380280895707,6.580555398875665e-05,6.580555398875665e-05,9.400793426965236e-05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1104,1972,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,0.0001831928854544849,0.0,0.0002664623788428871,0.00011657729074376311,9.992339206608267e-05,0.00034973187223128935,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1105,1960,76045.0,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,0.0049970412255901115,0.0003484778749424683,0.002630021697679006,0.00011177592215135775,0.0006114800447103688,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1106,1952,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,0.0005209357184981324,0.0,7.863180656575585e-05,0.0,0.0,1.9657951641438962e-05,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1107,1970,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0.00022853411687887693,0.0001305909239307868,0.0004244205027750571,0.0004897159647404506,0.0002611818478615736,0.000555011426705844,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1108,1974,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,0.002986419809663474,0.00024441287444816156,0.0005346531628553534,0.00016039594885660602,0.00024441287444816156,0.00012220643722408078,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1109,1965,66480.0,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,0.001496690734055355,6.768953068592058e-05,0.00042870036101083035,0.00015042117930204573,0.000157942238267148,4.5126353790613716e-05,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1110,1954,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,0.0033605564456254153,0.00036471155223841714,0.002924205124197309,0.0005600927409375692,0.00021491930756906724,0.00010420330063954775,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1111,1983,81698.0,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,0.004339151509216872,0.00027540453866679724,0.0007038115988151484,0.00018360302577786483,0.0009792161374819457,0.00027540453866679724,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1112,1973,54466.0,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,0.00011016046708038042,0.0,3.672015569346014e-05,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1113,1960,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0.005061907124128086,9.617623535843364e-05,0.0035990159652550696,0.0006327383905160108,0.00058211931927473,0.00019235247071686728,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1114,1984,16269.0,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,0.0005839326326141742,9.219988936013277e-05,0.0005531993361607966,9.219988936013277e-05,3.073329645337759e-05,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1115,1971,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,0.008521421907851682,0.0001949344880881104,0.000974672440440552,0.0,9.74672440440552e-05,0.0011696069285286623,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1116,1983,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,0.00023831511215704966,2.9789389019631208e-05,0.00026810450117668085,4.468408352944681e-05,0.0,0.00035747266823557447,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1117,1983,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,0.0012133914290441785,0.0005377530196900336,0.0007445811041862004,0.0008824664938503116,0.00038607909105951133,0.0021096464618609013,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1118,1966,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,4.418132013784572e-05,0.0005080851815852257,0.00024299726075815146,0.00017672528055138288,0.00013254396041353716,0.0010161703631704514,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1119,1978,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,0.005401382243487507,0.00011695906432748539,0.0006273258904837852,0.0002445507708665603,5.31632110579479e-05,0.0003083466241360978,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1120,1968,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,0.0026996003741178473,0.00019839582801915937,0.001523396536575688,0.0005951874840574781,0.00019839582801915937,0.00014879687101436952,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1121,1979,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,0.001170700838474925,0.0,0.000664451827242525,3.1640563202025e-05,1.58202816010125e-05,9.492168960607498e-05,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1122,1973,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,0.0014029288542107084,0.0,0.0008936464619287389,6.726371218818464e-05,0.00012491832263520006,0.0007014644271053542,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1123,1979,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,0.0002369863578287928,0.0001751638296995425,0.0002369863578287928,0.0004430614515929605,0.00020607509376416766,9.273379219387545e-05,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1124,1954,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,0.0011768733684255574,5.3494244019343516e-05,0.0014657422861300124,0.0002781700689005863,0.00024607352248898017,0.00031026661531219243,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1125,1962,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,0.002085861650485437,3.7924757281553395e-05,0.0018583131067961165,5.05663430420712e-05,0.00030339805825242716,0.0005183050161812298,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1126,1966,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,0.005540887931633433,0.00027212302276569627,0.0028601866648139142,0.0004747678269529169,0.00027212302276569627,0.0005500358970795989,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1127,1977,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,0.00043681148920756004,0.0,0.00018111695893972002,3.196181628348e-05,1.065393876116e-05,0.00017046302017856,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1128,1985,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,3.0154996682950364e-05,9.04649900488511e-05,0.00012061998673180146,6.030999336590073e-05,9.04649900488511e-05,0.000331704963512454,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1129,1952,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,0.0013750429700928155,0.00022656958029938434,0.00639082471327229,0.0,0.0002578205568924029,0.0008750273446045189,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1130,1951,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,0.006047698906219854,5.936391564387587e-05,0.00039328594114067765,8.162538401032932e-05,0.0,0.0005194342618839139,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1131,1967,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,0.00011569610489780177,1.928268414963363e-05,3.856536829926726e-05,3.856536829926726e-05,0.0,7.713073659853452e-05,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1132,1978,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,9.369217436113649e-05,4.6846087180568244e-05,0.0002342304359028412,7.026913077085236e-05,3.513456538542618e-05,0.00018738434872227298,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1133,1976,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,0.004187790575426956,0.0002453099081840058,0.005046375254070977,0.0012791159498166016,0.00017522136298857557,0.0004906198163680116,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1134,1985,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,0.007317943020177496,0.0009464631085140529,0.005143821241924201,0.0,0.00013031013812874641,0.00026747870458005844,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1135,1974,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,0.0016710624333085022,5.0333205822545247e-05,0.0010771306046024683,0.00011073305280959955,8.05331293160724e-05,0.00029193259377076244,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1136,1968,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,0.00039425743651095766,5.438033607047691e-05,0.00046223285659905376,2.7190168035238456e-05,5.438033607047691e-05,5.438033607047691e-05,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1137,1962,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,0.004165888722927558,0.000443427931292009,0.0023046583271097835,0.0006768110530246453,0.0,7.001493651979089e-05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1138,1989,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,0.0003643319063667001,0.00018216595318335004,0.0004554148829583751,9.108297659167502e-05,9.108297659167502e-05,0.00018216595318335004,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1139,1961,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,0.0023048431901445308,5.032408712105962e-05,0.0005636297757558678,3.0194452272635774e-05,2.012963484842385e-05,0.0002012963484842385,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1140,1953,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,0.002850576350905949,0.00042758645263589234,0.001184770795845285,0.0003474139927666625,0.0006413796789538384,0.00042758645263589234,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1141,1989,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,0.0003095141972816579,0.0,0.00034988561431839593,9.419997308572197e-05,0.00020185708518368994,4.037141703673799e-05,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1142,1978,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,2.3494032515741e-05,0.00011747016257870501,0.000187952260125928,9.3976130062964e-05,0.000187952260125928,0.00046988065031482005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1143,1962,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,0.0008378467338938927,0.0,0.00017953858583440556,0.0,0.0,0.00026930787875160836,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1144,1945,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,0.004013589318163862,0.0009796950304179505,0.0019672908272102396,0.00039503831871691555,0.00030022912222485583,0.0010587026941613336,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1145,1974,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,0.0006821924253116913,0.0,0.0005880969183721477,4.7047753469771816e-05,4.7047753469771816e-05,7.057163020465773e-05,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1146,1981,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,0.000545514918647123,8.301313979412742e-05,0.0006996821782647882,2.3718039941179262e-05,4.7436079882358525e-05,0.00032019353920592,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1147,1956,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,0.004168962350780532,0.0,0.0015702479338842975,7.346189164370983e-05,0.00017447199265381084,0.0002938475665748393,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1148,1954,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,0.0030306178996952066,2.597672485453034e-05,0.0003376974231088944,0.0,0.0,0.0001645192574120255,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1149,1986,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,0.00018813967489464178,0.0,0.00015051173991571343,0.0,0.0,0.0001693257074051776,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1150,1943,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,0.0063898596838975535,0.00034774746579034307,0.0015909446559908196,0.00045207170552744594,0.00017387373289517153,0.00026081059934275727,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1151,1964,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,0.006581843796777318,0.0009245399313198908,0.0014381732264976078,0.0006677232837310322,0.0008218132722843474,0.0002714918845939362,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1153,1974,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,0.004672559985567383,0.00021047567502555776,0.004395934812676649,0.0002345300378856215,0.0008238619279571833,0.0006855493415118167,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1154,1960,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,0.001494547668690149,5.5353617358894403e-05,0.0003413473070465155,5.5353617358894403e-05,0.00011993283761093787,0.00011993283761093787,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1155,1963,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,0.000757871032003811,0.0,0.0002381880386297692,0.0,0.0,4.330691611450349e-05,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1156,1976,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,0.003713435688071402,9.77219917913527e-05,0.0012160958978479446,0.00020630198267063347,0.00015201198723099307,0.00020630198267063347,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1157,1974,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,0.002274530547474213,0.0009256810367627612,0.002107026359869523,0.002089394340121661,0.0015163536983161421,7.934408886537952e-05,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
